,NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,SerialNumber,HasSafetyRec,Mode,ReportType,OriginalPublishedDate,DocketOriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,Findings,EventID,Latitude,Longitude ,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,EngineType,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,BroadPhaseofFlight,ReportStatus,RepGenFlag,MostRecentReportType,DocketUrl,ReportUrl,UTC_YEAR,count,Make_final,UTC_MTH,UTC_DAY,UTC_HOUR,UTC_WEEKDAY
6654,WPR21FA143,ACC,102813.0,2021-03-27T18:36:00Z,Palmer,Alaska,United States,,N351SH,4598,False,Aviation,DirectorBrief,2023-09-27T04:00:00Z,2023-09-27T18:00:00Z,Fatal,5.0,1.0,0.0,"The pilot’s failure to adequately respond to an encounter with whiteout conditions, which resulted in the helicopter’s collision with terrain. Contributing to the accident was the (1) operator’s inadequate pilot training program and pilot competency checks, which failed to evaluate pilot skill during an encounter with inadvertent instrument meteorological conditions, and (2) the Federal Aviation Administration principal operations inspector’s insufficient oversight of the operator, including their approval of the operator’s pilot training program without ensuring that it met requirements. Contributing to the severity of the surviving passenger’s injuries was the delayed notification of search and rescue organizations.","Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Whiteout - Contributed to outcome, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Personnel issues - Experience/knowledge - Training - Total instruct/training recvd - Pilot, Organizational issues - Support/oversight/monitoring - Oversight - Oversight of operation - FAA/Regulator, Organizational issues - Support/oversight/monitoring - Oversight - Oversight of operation - Operator, Personnel issues - Experience/knowledge - Experience/qualifications - Qualification/certification - Pilot, Organizational issues - Support/oversight/monitoring - Oversight - Oversight of operation - Other institution/organization, Organizational issues - Management - Policy/procedure - Adequacy of policy/proc - Operator, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Organizational issues - Support/oversight/monitoring - Training - Initial training - Operator, Organizational issues - Support/oversight/monitoring - Training - Recurrent training - Operator, Organizational issues - Support/oversight/monitoring - Training - Emergency proc training - Operator",,61.451718,-148.36552,Airbus Helicopters,AS350-B3,HELI,,,false,1,TS,NSCH,OWRK,135,Substantial,VMC,Soloy Helicopters LLC,Landing,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=102813,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102813/pdf,2021,,Airbus,3,27,18,Saturday
6664,ENG21WA020,INC,102842.0,2021-03-27T03:15:00Z,Jakarta,,Indonesia,,PK-YSC,26421,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737,AIR,,,false,,,,,129,Minor,,Trigana Air Service,Takeoff,,,Prelim,,,2021,,Boeing,3,27,3,Saturday
6665,DCA21WA111,INC,102837.0,2021-03-26T20:40:00Z,Lima,,Peru,,CC-AZE,,False,Aviation,,,,,0.0,0.0,0.0,,,,-12.0219,-77.114304,AIRBUS,A320,AIR,SPJC,"Lima International Airport , Perú.",false,,,SCHD,,129,Minor,,SKY AIRLINE PERU S.A.C.,Enroute,,,Prelim,,,2021,,Airbus,3,26,20,Friday
6674,DCA21WA107,INC,102823.0,2021-03-24T22:43:00Z,San Salvador,,El Salvador,,N464UP,28268,False,Aviation,,,,,,,,,,,,,BOEING,757-24APF,AIR,,,false,2,,,,121,,,UPS,Landing,,,Prelim,,,2021,,Boeing,3,24,22,Wednesday
6684,ENG21WA019,INC,102832.0,2021-03-22T01:50:00Z,Dubai,,United Arab Emirates,,LX-VCD,35809,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,747,AIR,OMDW,Dubai Al Maktoum Airport,false,,,SCHD,,129,Minor,,CargoLux,Enroute,,,Prelim,,,2021,,Boeing,3,22,1,Monday
6686,DCA21WA099,ACC,102796.0,2021-03-20T22:17:00Z,Jakarta,,Indonesia,,PK-YSF,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737,AIR,,,false,,,,,NUSC,Destroyed,,Trigana Air Service,Landing,,,Prelim,,,2021,,Boeing,3,20,22,Saturday
6706,DCA21WA100,INC,102814.0,2021-03-16T14:45:00Z,Tijuana,,Mexico,,XA-AMM,39944,False,Aviation,,,,,,,,,,,,,BOEING,737,AIR,,,false,,,,,NUSC,,,Aerovias de México S.A. de C.V.,Approach,,,Prelim,,,2021,,Boeing,3,16,14,Tuesday
6712,DCA21WA097,INC,102782.0,2021-03-15T15:55:00Z,Mexico City,,Mexico,,B-LJE,39242,False,Aviation,,,,,,,,,,,,,BOEING,747,AIR,,,false,,,,,NUSC,,,,Taxi,,,Prelim,,,2021,,Boeing,3,15,15,Monday
6714,DCA21LA095,ACC,102768.0,2021-03-15T15:00:00Z,Fort Worth,Texas,United States,,N789AN,30252,False,Aviation,DirectorBrief,2022-01-06T05:00:00Z,2022-01-06T05:00:00Z,Serious,0.0,1.0,0.0,an encounter with clear air turbulence during approach,Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Effect on personnel,,32.8998,-96.9403,BOEING,777-223,AIR,KDFW,Dallas Fort Worth International,false,2,TF,SCHD,,121,,VMC,"American Airlines, Inc",Approach,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=102768,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102768/pdf,2021,,Boeing,3,15,15,Monday
6730,ENG21WA018,INC,102751.0,2021-03-11T01:35:00Z,Bogota,,Colombia,,YV560T,,False,Aviation,,,,,,,,,,,,,AIRBUS,A300,AIR,,,false,,,NSCH,,NUSC,Minor,,TRANSCARGA AIRWAYS,Takeoff,,,Prelim,,,2021,,Airbus,3,11,1,Thursday
6764,GAA21WA041,INC,102724.0,2021-03-02T12:00:00Z,Buckinghamshire,,United Kingdom,,G-BOSN,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,Airbus Helicopters,AS355,HELI,,,false,,,,,UNK,,,,Maneuvering,,,Prelim,,,2021,,Airbus,3,2,12,Tuesday
6778,DCA21WA090,INC,102707.0,2021-02-27T01:35:00Z,Panama City,,Panama,,N542LA,34629,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,767-316,AIR,,,false,2,,NSCH,,NUSC,,,Latam Cargo (UC),Enroute,,,Prelim,,,2021,,Boeing,2,27,1,Saturday
6807,ENG21WA015,INC,102657.0,2021-02-20T16:13:00Z,"Maastricht, Netherlands",,Netherlands,,VQ-BWT,24975,False,Aviation,,,,,,,,,,,,,BOEING,747,AIR,EHBK,,false,,,,,NUSC,Minor,,Aquiline International Corporation,Initial Climb,,,Prelim,,,2021,,Boeing,2,20,16,Saturday
6809,DCA21FA085,INC,102652.0,2021-02-20T14:09:00Z,Broomfield,Colorado,United States,,N772UA,26930,False,Aviation,DirectorBrief,2023-09-07T04:00:00Z,2023-08-29T16:00:00Z,,0.0,0.0,0.0,"The fatigue failure of the right engine fan blade. Contributing to the fan blade failure was the inadequate inspection of the blades, which failed to identify low-level indications of cracking, and the insufficient frequency of the manufacturer’s inspection intervals, which permitted the low-level crack indications to propagate undetected and ultimately resulted in the fatigue failure. Contributing to the severity of the engine damage following the fan blade failure was the design and testing of the engine inlet, which failed to ensure that the inlet could adequately dissipate the energy of, and therefore limit further damage from, an in-flight fan blade out event. Contributing to the severity of the engine fire was the failure of the “K” flange following the fan blade out, which allowed hot ignition gases to enter the nacelle and imparted damage to several components that fed flammable fluids to the nacelle, which allowed the fire to propagate past the undercowl area and into the thrust reversers, where it could not be extinguished.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Compressor section - Failure, Organizational issues - Development - Design - Equipment design - Manufacturer, Aircraft - Aircraft handling/service - Maintenance/inspections - Scheduled maint checks - Inadequate inspection, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Compressor section - Fatigue/wear/corrosion",,39.929179,-104.96439,BOEING,777-222,AIR,,,false,2,TF,SCHD,,121,Minor,VMC,United Airlines,Initial Climb,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=102652,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102652/pdf,2021,,Boeing,2,20,14,Saturday
6811,DCA21WA086,ACC,102654.0,2021-02-20T12:23:00Z,Vijayawada,Other Foreign,India,,VT-GHE,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737,AIR,,,false,,,,,NUSC,Substantial,,,Taxi,,,Prelim,,,2021,,Boeing,2,20,12,Saturday
6826,DCA21WA087,INC,102666.0,2021-02-13T06:48:00Z,Leipzig,,Germany,,G-DHKZ,,False,Aviation,,,,,,,,,,,,,BOEING,757,AIR,,,false,,,NSCH,,129,Minor,,DHL AIR LIMITED,Initial Climb,,,Prelim,,,2021,,Boeing,2,13,6,Saturday
6840,DCA21LA082,ACC,102620.0,2021-02-08T09:30:00Z,Fort Lauderdale,Florida,United States,,N918NK,09259,False,Aviation,DirectorBrief,2022-07-19T04:00:00Z,2022-01-06T23:00:00Z,Serious,0.0,1.0,0.0,An abrupt flight control input by the flight crew during descent that caused a flight attendant to fall and fracture their ankle.,Personnel issues - Task performance - Use of equip/info - Aircraft control - Flight crew,,26.683,-80.095,AIRBUS,A320,AIR,,,false,,,SCHD,,121,,VMC,Spirit Airlines,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=102620,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102620/pdf,2021,,Airbus,2,8,9,Monday
6847,DCA21WA177,INC,103421.0,2021-02-07T05:00:00Z,London,,United Kingdom,,G-STBA,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,777,AIR,,,false,,,,,NUSC,,,British Airways,Standing,,,Prelim,,,2021,,Boeing,2,7,5,Sunday
6848,ENG21WA017,INC,102739.0,2021-02-06T09:18:00Z,Kinshasa,,Congo,,9S-AII,24902,False,Aviation,,,,,,,,,,,,,BOEING,737,AIR,,,false,,,SCHD,,UNK,Minor,,Serve Air,Unknown,,,Prelim,,,2021,,Boeing,2,6,9,Saturday
6866,DCA21WA080,ACC,102587.0,2021-02-01T05:00:00Z,Narita,,Japan,,JA13KZ,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,747,AIR,RJAA,Narita International Airport,false,,,NSCH,,NUSC,Substantial,,"Nippon Cargo Airlines Co., Ltd",,,,Prelim,,,2021,,Boeing,2,1,5,Monday
6868,DCA20WA073,INC,100919.0,2020-01-31T16:45:00Z,Keflavik,,Iceland,,TF-FIA,29310,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,757,AIR,,,false,2,,SCHD,,129,Minor,,,Landing,,,,,,2020,,Boeing,1,31,16,Friday
6871,DCA20WA063,INC,100893.0,2020-01-30T05:00:00Z,Bogota,,Colombia,,XA-LFR,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,AIRBUS,A300,AIR,,,false,,,NSCH,,NUSC,Minor,,Tampa Cargo,Landing,,,,,,2020,,Airbus,1,30,5,Thursday
6894,ENG20WA017,INC,101001.0,2020-01-24T04:25:00Z,Mexico City,,Mexico,,N528VL,7051,False,Aviation,,,,,0.0,0.0,0.0,,,,,,Airbus,A320,AIR,,,false,,GTFN,SCHD,,UNK,,,Volaris,Initial Climb,,,,,,2020,,Airbus,1,24,4,Friday
6896,DCA20WA061,INC,100885.0,2020-01-23T09:45:00Z,Panama City,,Panama,,N703AV,5406,False,Aviation,,,,,0.0,0.0,0.0,,,,,,Airbus,A319,AIR,,,false,2,TF,SCHD,,NUSC,,,Avianca,Enroute,,,,,,2020,,Airbus,1,23,9,Thursday
6906,DCA20WA060,INC,100884.0,2020-01-22T05:00:00Z,Sydney,,Australia,,N2333U,62644,False,Aviation,,,,,0.0,0.0,0.0,,,,-33.946109,151.177215,Boeing,777,AIR,,,false,,,SCHD,,121,,,United Airlines,Takeoff,,,,,,2020,,Boeing,1,22,5,Wednesday
6909,DCA20WA079,ACC,100943.0,2020-01-20T21:45:00Z,Ciampino,,Italy,,SE-RLC,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,767,AIR,,,false,,,,,129,Minor,,West Air Sweden,Standing,,,,,,2020,,Boeing,1,20,21,Monday
6931,DCA20WA051,ACC,100806.0,2020-01-12T05:00:00Z,Fukuoka,,Japan,,HL8243,,False,Aviation,,,,Serious,0.0,1.0,0.0,,,,,,BOEING,737,AIR,,,false,,,,,NUSC,,,Jin Air,Enroute,,,,,,2020,,Boeing,1,12,5,Sunday
6935,DCA20CA058,ACC,100859.0,2020-01-10T23:45:00Z,New Orleans,Louisiana,United States,,N1902U,2714,False,Aviation,DirectorBrief,2021-01-26T05:00:00Z,2021-07-13T04:00:00Z,Serious,0.0,1.0,0.0,an encounter with convectively induced turbulence while overflying an area of known convective activity.,Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel,,29.960527,-90.07958900000001,Airbus,A320,AIR,MSY,Louis Armstrong New Orleans International Airport,false,2,TF,SCHD,,121,,Unknown,United Airlines Inc,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=100859,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/100859/pdf,2020,,Airbus,1,10,23,Friday
6936,ENG20WA020,INC,101079.0,2020-01-10T05:00:00Z,Antalya,,Turkey,,VQ-BRS,7686,False,Aviation,,,,,0.0,0.0,0.0,,,,,,AIRBUS,A321,AIR,,,false,,,SCHD,,129,,,,Landing,,,,,,2020,,Airbus,1,10,5,Friday
6939,DCA20CA049,ACC,100791.0,2020-01-08T17:30:00Z,New York,New York,United States,,N929NN,33322,False,Aviation,DirectorBrief,2020-06-08T04:00:00Z,2020-07-14T05:24:00Z,,0.0,0.0,0.0,failure of the deicing truck driver to maintain appropriate clearance from the airplane.,Personnel issues - Task performance - Use of equip/info - Use of equip/system - Ground crew,,40.776943,-73.873886,Boeing,737,AIR,KLGA,LaGuardia Airport,false,2,TF,SCHD,,121,Substantial,Unknown,American Airlines,Standing,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=100791,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/100791/pdf,2020,,Boeing,1,8,17,Wednesday
6943,DCA20RA048,ACC,100787.0,2020-01-08T03:40:00Z,Tehran,,Iran,,UR-PSR,,False,Aviation,,,,Fatal,176.0,0.0,0.0,,,,,,BOEING,737,AIR,,,false,,,SCHD,,NUSC,Destroyed,,Ukraine International Airlines,Initial Climb,,,,,,2020,,Boeing,1,8,3,Wednesday
6945,ENG20WA012,INC,100803.0,2020-01-07T14:45:00Z,New Delhi,,India,,VT-WGC,7172,False,Aviation,,,,,0.0,0.0,0.0,,,,,,AIRBUS,A320,AIR,,,false,2,GTFN,SCHD,,NUSC,,,GoAir,Enroute,,,,,,2020,,Airbus,1,7,14,Tuesday
6953,DCA20WA054,INC,100836.0,2020-01-05T17:07:00Z,Halifax,,Canada,,C-FUJR,60130,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737,AIR,,,false,,,,,129,,,WestJet,Landing,,,,,,2020,,Boeing,1,5,17,Sunday
6966,DCA20WA084,INC,100990.0,2020-01-01T16:20:00Z,Mexico City,,Mexico,,N687DL,27586,False,Aviation,,,,,0.0,0.0,0.0,,,,,,Boeing,757,AIR,,,false,2,,SCHD,,121,,,Delta Air Lines,Taxi,,,,,,2020,,Boeing,1,1,16,Wednesday
6985,ANC20MA010,ACC,100736.0,2019-12-26T17:57:00Z,Kekaha,Hawaii,United States,AIR2205,N985SA,3111,True,Aviation,Report,2022-06-01T04:00:00Z,2021-12-15T12:00:00Z,Fatal,7.0,0.0,0.0,"The pilot’s decision to continue flight under visual flight rules (VFR) into instrument meteorological conditions (IMC), which resulted in the collision into terrain. Contributing to the accident was Safari Aviation Inc.’s lack of safety management processes to identify hazards and mitigate the risks associated with factors that influence pilots to continue VFR flight into IMC. Also contributing to the accident was the Federal Aviation Administration’s delayed implementation of a Hawaii aviation weather camera program, its lack of leadership in the development of a cue-based weather training program for Hawaii air tour pilots, and its ineffective monitoring and oversight of Hawaii air tour operators’ weather-related operating practices.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Below VFR minima - Effect on operation, Organizational issues - Support/oversight/monitoring - Safety programs - Adequacy of safety program - Operator, Organizational issues - Management - Resources - Availability of equipment - FAA/Regulator, Organizational issues - Support/oversight/monitoring - Oversight - Oversight of reg compliance - FAA/Regulator, Organizational issues - Support/oversight/monitoring - Training - Emergency proc training - FAA/Regulator",,22.161666,-159.62638,AIRBUS,AS350B2,HELI,,,false,1,,NSCH,,135,Destroyed,IMC,Safari Aviation Inc.,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=100736,https://www.ntsb.gov/investigations/Pages/ANC20MA010.aspx,2019,,Airbus,12,26,17,Thursday
6993,DCA20WA044,INC,100725.0,2019-12-24T05:00:00Z,Manchester,,United Kingdom,,G-TAWG,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737,AIR,,,false,,,SCHD,,NUSC,Minor,,,Landing,,,,,,2019,,Boeing,12,24,5,Tuesday
6998,ENG20WA011,INC,100729.0,2019-12-23T06:50:00Z,Guwahati,,India,,VT-WGL,7813,False,Aviation,,,,,0.0,0.0,0.0,,,,,,AIRBUS,A320,AIR,,,false,2,GTFN,SCHD,,NUSC,,,GoAir,Enroute,,,,,,2019,,Airbus,12,23,6,Monday
7000,DCA20LA047,ACC,100783.0,2019-12-22T19:59:00Z,Denver,Colorado,United States,,N87513,31621,False,Aviation,DirectorBrief,2022-09-30T04:00:00Z,,,0.0,0.0,0.0,"Maintenance personnel’s excessive grinding of the left main landing gear’s aft trunnion pin during its initial overhaul, which caused heat damage to the base metal and led to the fatigue crack that caused the pin to fail during the accident flight. Contributing to the accident was the failure of maintenance personnel to detect the excessive grinding during the initial overhaul and the fatigue crack during the subsequent overhaul.","Aircraft - Aircraft systems - Landing gear system - Main landing gear attach sec - Fatigue/wear/corrosion, Aircraft - Aircraft systems - Landing gear system - Main landing gear attach sec - Incorrect service/maintenance, Personnel issues - Task performance - Maintenance - Repair - Maintenance personnel, Personnel issues - Task performance - Inspection - Post maintenance inspection - Maintenance personnel",,39.749443,-105.000801,BOEING,737-824,AIR,DEN,Denver International,false,2,TF,SCHD,,121,Substantial,VMC,United Airlines,Landing,Completed,,Final,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/100783/pdf,2019,,Boeing,12,22,19,Sunday
7002,ENG20WA009,INC,100727.0,2019-12-22T13:33:00Z,Mumbai,,India,,VT-WJE,8650,False,Aviation,,,,,0.0,0.0,0.0,,,,,,AIRBUS,A320,AIR,,,false,2,GTFN,SCHD,,NUSC,,,GoAir,Enroute,,,,,,2019,,Airbus,12,22,13,Sunday
7004,DCA20CA050,ACC,100797.0,2019-12-21T21:19:00Z,Kansas City,Missouri,United States,,N7739A,35110,False,Aviation,DirectorBrief,2022-04-28T04:00:00Z,2022-08-10T04:00:00Z,,0.0,0.0,0.0,a bird strike during descent,Aircraft - Aircraft structures - Fuselage - Longerons/stringers (main fus) - Damaged/degraded,,39.101387,-94.4775,Boeing,737,AIR,MCI,Kansas City Intl,false,2,TF,SCHD,,121,Substantial,VMC,Southwest Airlines,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=100797,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/100797/pdf,2019,,Boeing,12,21,21,Saturday
7015,DCA20CA046,ACC,100734.0,2019-12-19T11:20:00Z,Chicago,Illinois,United States,,N68802,42739,False,Aviation,DirectorBrief,2022-04-28T04:00:00Z,2022-08-10T04:00:00Z,Serious,0.0,1.0,0.0,"an abrupt stop during taxi to avoid a collision with another airplane, causing a flight attendant to fall.",Environmental issues - Operating environment - (general) - (general) - Effect on personnel,,41.974445,-87.890556,Boeing,737,AIR,ORD,Chicago O'Hare Intl,false,2,TF,SCHD,,121,,VMC,United Airlines,Taxi,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=100734,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/100734/pdf,2019,,Boeing,12,19,11,Thursday
7024,DCA20WA039,INC,100699.0,2019-12-16T18:11:00Z,Shannon,,Ireland,,N642UA,25092,False,Aviation,,,,,0.0,0.0,0.0,,,,,,Boeing,767,AIR,,,false,2,TF,NSCH,,121,,,United Airlines,Enroute,,,,,,2019,,Boeing,12,16,18,Monday
7040,DCA20WA041,INC,100705.0,2019-12-11T05:00:00Z,Auckland,,New Zealand,,9V-SFO,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,747,AIR,,,false,,,SCHD,,129,Minor,,,Approach,,,,,,2019,,Boeing,12,11,5,Wednesday
7054,DCA20WA152,INC,102143.0,2019-12-06T12:15:00Z,Paris,,France,,7T-VJM,30205,False,Aviation,,,,,,,,,,,,,BOEING,737,AIR,,,false,,,,,NUSC,,,Air Algerie,Approach,,,Prelim,,,2019,,Boeing,12,6,12,Friday
7059,DCA20IA034,INC,100660.0,2019-12-04T20:15:00Z,Los Angeles,California,United States,,"N71HD, UNK","3849, unk",False,Aviation,DirectorBrief,2020-06-29T04:00:00Z,2020-10-09T15:03:48Z,,0.0,0.0,0.0,"an inflight collision with a hard object of polycarbonate construction, with size and features consistent with that of a small UAS (drone).","Environmental issues - Physical environment - Object/animal/substance - Aircraft - Effect on equipment, Aircraft - Aircraft structures - Empennage structure - Horizontal stabilizer - Damaged/degraded",,33.942501,-118.408058,"AIRBUS, UNKNOWN","AS 350 B2, UNKNOWN","HELI, UNMANNED",,,"false, false",,,,AOBV,"091, UNK",Minor,VMC,"Helinet Aviation Services Llc, unk",Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=100660,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/100660/pdf,2019,,Airbus,12,4,20,Wednesday
7076,DCA20WA031,INC,100654.0,2019-11-28T05:00:00Z,Sydney,,Australia,,9V-SFO,32900,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,747,AIR,,,false,,,,,NUSC,Minor,,,Landing,,,,,,2019,,Boeing,11,28,5,Thursday
7093,DCA20WA018,ACC,100611.0,2019-11-23T01:15:00Z,Bogota,,Colombia,,YV3012,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737,AIR,,Bogota Eldorado Airport,false,,,SCHD,,NUSC,Substantial,,Avior,Landing,,,,,,2019,,Boeing,11,23,1,Saturday
7096,DCA20WA025,INC,100618.0,2019-11-22T05:00:00Z,Pettirossi,,Paraguay,,EC-MNS,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,787,AIR,,,false,,,SCHD,,NUSC,Minor,,,Standing,,,,,,2019,,Boeing,11,22,5,Friday
7097,DCA20WA030,INC,100644.0,2019-11-21T19:55:00Z,Odesa,,Ukraine,,TC-JGZ,35739,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737,AIR,,,false,,,,,129,Minor,,Turkish Airlines,Landing,,,,,,2019,,Boeing,11,21,19,Thursday
7113,DCA20WA022,INC,100615.0,2019-11-14T22:35:00Z,Lyon,,France,,7T-VKR,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737,AIR,,,false,,,SCHD,,NUSC,,,Air Algerie,Takeoff,,,,,,2019,,Boeing,11,14,22,Thursday
7114,DCA20WA016,INC,100576.0,2019-11-14T19:37:00Z,Leipzig,,Germany,,G-CLAE,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,747,AIR,,,false,,,NSCH,,NUSC,Minor,,,Unknown,,,,,,2019,,Boeing,11,14,19,Thursday
7126,DCA20WA017,ACC,100586.0,2019-11-11T11:35:00Z,Ataturk,,Turkey,,TC-ACR,32866,False,Aviation,,,,Serious,0.0,1.0,0.0,,,,,,BOEING,747,AIR,,,false,,,NSCH,,129,,,,Pushback/Tow,,,,,,2019,,Boeing,11,11,11,Monday
7140,ENG20WA008,INC,100678.0,2019-11-08T05:00:00Z,Raipur,,India,,VT-PPT,4078,False,Aviation,,,,,0.0,0.0,0.0,,,,,,AIRBUS,A321,AIR,,"Raipur, India",false,,,SCHD,,NUSC,Minor,,Air India,Enroute,,,,,,2019,,Airbus,11,8,5,Friday
